2025-11-02 22:14:09.238 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-02 23:29:47.958 | ERROR    | main:main:224 | DataType mismatch for total_cost column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-02 23:29:47.967 | INFO     | main:main:230 | Enforcing Correct DataType...
2025-11-02 23:29:49.339 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 15:42:22.937 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:42:22.968 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:42:25.975 | ERROR    | upload_to_s3:upload_to_s3:31 | Error uploading file : StagingTable.add_to_staging_table() missing 1 required positional argument: 'file_name'
2025-11-03 15:43:43.620 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:43:43.633 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:43:46.097 | ERROR    | upload_to_s3:upload_to_s3:32 | Error uploading file : StagingTable.add_to_staging_table() missing 1 required positional argument: 'file_name'
2025-11-03 15:45:21.987 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:45:22.001 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:45:24.068 | ERROR    | upload_to_s3:upload_to_s3:32 | Error uploading file : CMySQLCursor.execute() takes from 2 to 4 positional arguments but 8 were given
2025-11-03 15:46:30.265 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:46:30.278 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:46:32.356 | ERROR    | upload_to_s3:upload_to_s3:32 | Error uploading file : 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ''relmart_db'.%S
                                    (file_name, file_location, c' at line 1
2025-11-03 15:49:28.185 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:49:28.198 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:49:30.666 | ERROR    | upload_to_s3:upload_to_s3:32 | Error uploading file : Not enough parameters for the SQL statement
2025-11-03 15:50:02.885 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:50:02.899 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:51:25.181 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:51:25.195 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:51:28.249 | ERROR    | upload_to_s3:upload_to_s3:32 | Error uploading file : name 'logger' is not defined
2025-11-03 15:54:01.235 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:54:01.248 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:55:02.751 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:55:02.765 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:55:05.141 | INFO     | staging_table:add_to_staging_table:28 | Added sales_data.csv to staging table
2025-11-03 15:58:03.810 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 15:58:03.825 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 15:58:05.991 | INFO     | staging_table:add_to_staging_table:30 | Added sales_data.csv to staging table
2025-11-03 16:44:13.699 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:44:13.708 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:44:13.712 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:44:13.712 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:44:14.708 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:44:14.709 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:44:23.678 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:44:23.678 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:44:32.965 | INFO     | main:main:142 | Expected data columns: {'price', 'total_cost', 'customer_address', 'sales_date', 'product_id', 'quantity', 'sales_person_name', 'store_id', 'customer_id', 'customer_name', 'sales_person_id', 'product_name'}
2025-11-03 16:44:32.965 | INFO     | main:main:143 | Actual data columns: {'price', 'total_cost', 'sales_date', 'payment_method', 'quantity', 'sales_person_name', 'store_id', 'region', 'customer_id', 'discount_code', 'sales_person_id', 'product_name'}
2025-11-03 16:44:32.965 | INFO     | main:main:144 | Required data columns: {'price', 'total_cost', 'sales_date', 'quantity', 'store_id', 'customer_id', 'sales_person_id', 'product_name'}
2025-11-03 16:44:32.995 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:44:33.840 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:46:07.760 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:46:07.770 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:46:07.771 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:46:07.771 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:46:08.807 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:46:08.809 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:46:12.998 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:46:17.607 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:46:17.616 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:46:17.617 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:46:17.617 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:46:18.611 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:46:18.613 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:46:27.202 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:46:27.202 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:46:35.914 | INFO     | main:main:142 | Expected data columns: {'product_id', 'total_cost', 'product_name', 'customer_name', 'sales_person_id', 'sales_date', 'sales_person_name', 'store_id', 'customer_id', 'quantity', 'customer_address', 'price'}
2025-11-03 16:46:35.915 | INFO     | main:main:143 | Actual data columns: {'total_cost', 'product_name', 'region', 'sales_person_id', 'sales_date', 'discount_code', 'sales_person_name', 'store_id', 'customer_id', 'quantity', 'payment_method', 'price'}
2025-11-03 16:46:35.915 | INFO     | main:main:144 | Required data columns: {'total_cost', 'product_name', 'sales_person_id', 'sales_date', 'store_id', 'customer_id', 'quantity', 'price'}
2025-11-03 16:46:35.944 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:46:36.825 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:46:51.154 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:46:51.164 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:46:51.164 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:46:51.164 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:46:52.203 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:46:52.204 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:47:00.795 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:47:00.795 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:47:09.660 | INFO     | main:main:142 | Expected data columns: {'quantity', 'store_id', 'total_cost', 'price', 'customer_id', 'sales_date', 'customer_address', 'product_name', 'sales_person_id', 'sales_person_name', 'customer_name', 'product_id'}
2025-11-03 16:47:09.660 | INFO     | main:main:143 | Actual data columns: {'quantity', 'payment_method', 'store_id', 'total_cost', 'price', 'customer_id', 'sales_date', 'sales_person_id', 'discount_code', 'sales_person_name', 'product_name', 'region'}
2025-11-03 16:47:09.660 | INFO     | main:main:144 | Required data columns: {'quantity', 'store_id', 'total_cost', 'price', 'sales_date', 'customer_id', 'sales_person_id', 'product_name'}
2025-11-03 16:47:09.691 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:47:10.585 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:47:58.991 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:47:59.001 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:47:59.001 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:47:59.001 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:48:00.041 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:48:00.042 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:48:08.651 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:48:08.651 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:48:17.201 | INFO     | main:main:142 | Expected data columns: {'price', 'quantity', 'product_id', 'customer_address', 'customer_id', 'product_name', 'sales_person_name', 'total_cost', 'sales_person_id', 'sales_date', 'customer_name', 'store_id'}
2025-11-03 16:48:17.201 | INFO     | main:main:143 | Actual data columns: {'store_id', 'price', 'quantity', 'discount_code', 'product_name', 'customer_id', 'total_cost', 'region', 'payment_method', 'sales_person_id', 'sales_date', 'sales_person_name'}
2025-11-03 16:48:17.201 | INFO     | main:main:144 | Required data columns: {'price', 'quantity', 'product_name', 'customer_id', 'total_cost', 'sales_person_id', 'sales_date', 'store_id'}
2025-11-03 16:48:17.232 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:48:18.078 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:48:53.115 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:48:53.125 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:48:53.125 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:48:53.125 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:48:54.085 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:48:54.087 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:49:02.710 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:49:02.710 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:49:11.681 | INFO     | main:main:142 | Expected data columns: {'quantity', 'customer_name', 'sales_person_name', 'total_cost', 'store_id', 'product_name', 'sales_person_id', 'product_id', 'customer_id', 'price', 'customer_address', 'sales_date'}
2025-11-03 16:49:11.681 | INFO     | main:main:143 | Actual data columns: {'quantity', 'sales_person_name', 'total_cost', 'region', 'store_id', 'discount_code', 'sales_person_id', 'payment_method', 'customer_id', 'price', 'product_name', 'sales_date'}
2025-11-03 16:49:11.681 | INFO     | main:main:144 | Required data columns: {'quantity', 'total_cost', 'store_id', 'sales_person_id', 'customer_id', 'price', 'product_name', 'sales_date'}
2025-11-03 16:49:11.712 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:49:12.598 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:51:00.225 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:51:00.234 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:51:00.235 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:51:00.235 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:51:01.282 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:51:01.284 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:51:10.357 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:51:10.357 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:51:19.194 | INFO     | main:main:142 | Expected data columns: {'sales_date', 'customer_name', 'product_name', 'product_id', 'price', 'customer_address', 'sales_person_id', 'store_id', 'sales_person_name', 'customer_id', 'quantity', 'total_cost'}
2025-11-03 16:51:19.194 | INFO     | main:main:143 | Actual data columns: {'sales_date', 'region', 'product_name', 'price', 'sales_person_id', 'store_id', 'sales_person_name', 'customer_id', 'payment_method', 'quantity', 'total_cost', 'discount_code'}
2025-11-03 16:51:19.194 | INFO     | main:main:144 | Required data columns: {'product_name', 'price', 'sales_person_id', 'store_id', 'sales_date', 'customer_id', 'quantity', 'total_cost'}
2025-11-03 16:51:19.225 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:51:20.075 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:51:41.117 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:51:41.127 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:51:41.128 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:51:41.128 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:51:42.189 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:51:42.191 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:51:50.892 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:51:50.892 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:51:59.501 | INFO     | main:main:142 | Expected data columns: {'sales_date', 'price', 'sales_person_id', 'customer_id', 'total_cost', 'customer_name', 'product_name', 'quantity', 'store_id', 'sales_person_name', 'customer_address', 'product_id'}
2025-11-03 16:51:59.501 | INFO     | main:main:143 | Actual data columns: {'sales_date', 'price', 'sales_person_id', 'payment_method', 'customer_id', 'total_cost', 'discount_code', 'region', 'product_name', 'quantity', 'store_id', 'sales_person_name'}
2025-11-03 16:51:59.501 | INFO     | main:main:144 | Required data columns: {'sales_date', 'price', 'sales_person_id', 'customer_id', 'total_cost', 'product_name', 'store_id', 'quantity'}
2025-11-03 16:51:59.530 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:52:00.402 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 16:53:24.785 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 16:53:24.794 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 16:53:24.794 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 16:53:24.795 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 16:53:25.797 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 16:53:25.800 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 16:53:35.075 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 16:53:35.076 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 16:53:43.805 | INFO     | main:main:142 | Expected data columns: {'product_name', 'customer_address', 'product_id', 'customer_id', 'sales_person_name', 'quantity', 'sales_date', 'price', 'store_id', 'customer_name', 'total_cost', 'sales_person_id'}
2025-11-03 16:53:43.805 | INFO     | main:main:143 | Actual data columns: {'region', 'product_name', 'customer_id', 'discount_code', 'sales_person_name', 'quantity', 'sales_date', 'price', 'store_id', 'total_cost', 'payment_method', 'sales_person_id'}
2025-11-03 16:53:43.805 | INFO     | main:main:144 | Required data columns: {'product_name', 'customer_id', 'quantity', 'sales_date', 'price', 'store_id', 'total_cost', 'sales_person_id'}
2025-11-03 16:53:43.835 | INFO     | main:main:180 | Missing columns added
2025-11-03 16:53:43.876 | ERROR    | main:main:225 | DataType mismatch for customer_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 16:53:43.876 | ERROR    | main:main:225 | DataType mismatch for customer_name column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 16:53:43.893 | ERROR    | main:main:225 | DataType mismatch for customer_address column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 16:53:43.902 | ERROR    | main:main:225 | DataType mismatch for store_id column in ['sales_data.csv'] : Expected: string vs Actual: int
2025-11-03 16:53:43.912 | ERROR    | main:main:225 | DataType mismatch for sales_person_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 16:53:43.912 | ERROR    | main:main:225 | DataType mismatch for product_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 16:53:43.912 | ERROR    | main:main:225 | DataType mismatch for price column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 16:53:43.922 | ERROR    | main:main:225 | DataType mismatch for quantity column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 16:53:43.922 | ERROR    | main:main:225 | DataType mismatch for total_cost column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 16:53:43.928 | INFO     | main:main:231 | Enforcing Correct DataType...
2025-11-03 16:53:44.813 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 17:36:24.336 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 17:36:24.345 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 17:36:24.346 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 17:36:24.346 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 17:36:25.344 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 17:36:25.345 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 17:36:33.943 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 17:36:33.943 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 17:36:33.948 | ERROR    | main:main:252 | Job failed, exited with error: [NOT_LIST_OR_NONE_OR_STRUCT] Argument `schema` should be a list, None or StructType, got dict.
2025-11-03 17:36:33.948 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 17:38:48.659 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 17:38:48.668 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 17:38:48.669 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 17:38:48.669 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 17:38:49.674 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 17:38:49.677 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 17:38:58.200 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 17:38:58.201 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 17:39:06.765 | INFO     | main:main:146 | Expected data columns: {'sales_date', 'total_cost', 'sales_person_id', 'store_id', 'quantity', 'product_name', 'product_id', 'sales_person_name', 'price', 'customer_name', 'customer_address', 'customer_id'}
2025-11-03 17:39:06.765 | INFO     | main:main:147 | Actual data columns: {'sales_date', 'total_cost', 'sales_person_id', 'store_id', 'quantity', 'payment_method', 'product_name', 'region', 'sales_person_name', 'price', 'discount_code', 'customer_id'}
2025-11-03 17:39:06.765 | INFO     | main:main:148 | Required data columns: {'sales_date', 'total_cost', 'sales_person_id', 'store_id', 'quantity', 'product_name', 'price', 'customer_id'}
2025-11-03 17:39:06.794 | INFO     | main:main:184 | Missing columns added
2025-11-03 17:39:06.831 | ERROR    | main:main:229 | DataType mismatch for customer_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 17:39:06.831 | ERROR    | main:main:229 | DataType mismatch for customer_name column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 17:39:06.846 | ERROR    | main:main:229 | DataType mismatch for customer_address column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 17:39:06.856 | ERROR    | main:main:229 | DataType mismatch for store_id column in ['sales_data.csv'] : Expected: string vs Actual: int
2025-11-03 17:39:06.866 | ERROR    | main:main:229 | DataType mismatch for sales_person_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 17:39:06.866 | ERROR    | main:main:229 | DataType mismatch for product_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 17:39:06.866 | ERROR    | main:main:229 | DataType mismatch for price column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 17:39:06.874 | ERROR    | main:main:229 | DataType mismatch for quantity column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 17:39:06.875 | ERROR    | main:main:229 | DataType mismatch for total_cost column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 17:39:06.881 | INFO     | main:main:235 | Enforcing Correct DataType...
2025-11-03 17:39:07.782 | INFO     | main:main:241 | Correct Files: [DataFrame[customer_id: int, customer_name: string, customer_address: string, store_id: string, sales_person_id: int, sales_person_name: string, product_name: string, product_id: int, sales_date: date, price: double, quantity: int, total_cost: double, extra_data: string]]
2025-11-03 17:39:07.782 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-11-03 20:12:55.513 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-11-03 20:12:55.524 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-11-03 20:12:55.525 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active sources for environment: dev
2025-11-03 20:12:55.525 | INFO     | main:main:60 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-11-03 20:12:56.563 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-11-03 20:12:56.565 | INFO     | main:main:105 | Found 1 matching records in staging for relmart-sales-project
2025-11-03 20:13:06.076 | INFO     | spark_session:spark_session:27 | Spark session created
2025-11-03 20:13:06.076 | INFO     | main:main:120 | Running loop for Abs Path: ['s3://relmart-sales-project/sales_data/2025_11_03/sales_data.csv']
2025-11-03 20:13:14.983 | INFO     | main:main:145 | Expected data columns: {'sales_person_id', 'customer_address', 'sales_date', 'price', 'customer_id', 'product_name', 'product_id', 'sales_person_name', 'quantity', 'customer_name', 'total_cost', 'store_id'}
2025-11-03 20:13:14.983 | INFO     | main:main:146 | Actual data columns: {'sales_person_id', 'discount_code', 'region', 'sales_date', 'price', 'customer_id', 'product_name', 'payment_method', 'sales_person_name', 'quantity', 'total_cost', 'store_id'}
2025-11-03 20:13:14.983 | INFO     | main:main:147 | Required data columns: {'sales_person_id', 'sales_date', 'price', 'customer_id', 'product_name', 'quantity', 'total_cost', 'store_id'}
2025-11-03 20:13:15.015 | INFO     | main:main:183 | Missing columns added
2025-11-03 20:13:15.052 | ERROR    | main:main:229 | DataType mismatch for customer_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 20:13:15.052 | ERROR    | main:main:229 | DataType mismatch for customer_name column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 20:13:15.069 | ERROR    | main:main:229 | DataType mismatch for customer_address column in ['sales_data.csv'] : Expected: string vs Actual: void
2025-11-03 20:13:15.077 | ERROR    | main:main:229 | DataType mismatch for store_id column in ['sales_data.csv'] : Expected: string vs Actual: int
2025-11-03 20:13:15.085 | ERROR    | main:main:229 | DataType mismatch for sales_person_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 20:13:15.085 | ERROR    | main:main:229 | DataType mismatch for product_id column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 20:13:15.085 | ERROR    | main:main:229 | DataType mismatch for price column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 20:13:15.094 | ERROR    | main:main:229 | DataType mismatch for quantity column in ['sales_data.csv'] : Expected: integer vs Actual: int
2025-11-03 20:13:15.094 | ERROR    | main:main:229 | DataType mismatch for total_cost column in ['sales_data.csv'] : Expected: double vs Actual: int
2025-11-03 20:13:15.102 | INFO     | main:main:233 | Enforcing Correct DataType...
2025-11-03 20:13:15.131 | INFO     | main:main:237 | Writing final dataframe:
2025-11-03 20:13:21.912 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
