2025-10-30 18:13:12.406 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x000001FEE519DBE0>
2025-10-30 21:41:15.336 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:41:15.337 | INFO     | main:main:59 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 21:41:16.651 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 21:41:16.651 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 21:41:16.652 | ERROR    | main:main:72 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-30 21:41:16.654 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:42:57.932 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:42:57.941 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:42:57.942 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 21:42:57.942 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 21:42:59.110 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:42:59.111 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:42:59.112 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:42:59.113 | INFO     | main:main:59 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 21:43:00.358 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 21:43:00.358 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 21:43:00.358 | ERROR    | main:main:72 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-30 21:43:00.360 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data2/
2025-10-30 21:43:00.683 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data2/
2025-10-30 21:43:00.683 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-sales-project/sales_data2/
2025-10-30 21:43:00.683 | ERROR    | main:main:72 | No files found in relmart-sales-project, folder: sales_data2/ 
2025-10-30 21:43:00.684 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:48:16.728 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:48:16.737 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:48:16.738 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 21:48:16.738 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 21:48:18.090 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:48:18.092 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:48:18.092 | INFO     | main:main:59 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 21:48:20.053 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 21:48:20.053 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 21:48:20.053 | ERROR    | main:main:73 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-30 21:48:20.054 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data2/
2025-10-30 21:48:20.478 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data2/
2025-10-30 21:48:20.478 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-sales-project/sales_data2/
2025-10-30 21:48:20.478 | ERROR    | main:main:73 | No files found in relmart-sales-project, folder: sales_data2/ 
2025-10-30 21:48:20.479 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 22:48:53.478 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 22:48:53.487 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 22:48:53.488 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 22:48:53.488 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 22:48:54.629 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 22:48:54.632 | INFO     | main:main:101 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 22:48:54.632 | INFO     | main:main:59 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 22:48:55.814 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 22:48:55.814 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 22:48:55.814 | ERROR    | main:main:73 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-30 22:48:55.816 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 22:52:44.399 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 22:52:44.408 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 22:52:44.409 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 22:52:44.409 | INFO     | main:main:56 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 22:52:45.600 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 22:52:45.603 | INFO     | main:main:98 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 22:52:53.988 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x0000021509A352B0>
2025-10-30 22:52:53.988 | INFO     | main:main:108 | Spark Session Created
2025-10-30 22:52:54.579 | ERROR    | main:main:117 | Job failed, exited with error: An error occurred while calling o33.csv.
: org.apache.hadoop.fs.UnsupportedFileSystemException: No FileSystem for scheme "s3"
	at org.apache.hadoop.fs.FileSystem.getFileSystemClass(FileSystem.java:3581)
	at org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3612)
	at org.apache.hadoop.fs.FileSystem.access$300(FileSystem.java:172)
	at org.apache.hadoop.fs.FileSystem$Cache.getInternal(FileSystem.java:3716)
	at org.apache.hadoop.fs.FileSystem$Cache.get(FileSystem.java:3667)
	at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:557)
	at org.apache.hadoop.fs.Path.getFileSystem(Path.java:366)
	at org.apache.spark.sql.execution.datasources.DataSource$.$anonfun$checkAndGlobPathIfNecessary$1(DataSource.scala:777)
	at scala.collection.immutable.List.map(List.scala:247)
	at scala.collection.immutable.List.map(List.scala:79)
	at org.apache.spark.sql.execution.datasources.DataSource$.checkAndGlobPathIfNecessary(DataSource.scala:775)
	at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(DataSource.scala:575)
	at org.apache.spark.sql.execution.datasources.DataSource.resolveRelation(DataSource.scala:419)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.org$apache$spark$sql$catalyst$analysis$ResolveDataSource$$loadV1BatchSource(ResolveDataSource.scala:143)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.$anonfun$applyOrElse$2(ResolveDataSource.scala:61)
	at scala.Option.getOrElse(Option.scala:201)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.applyOrElse(ResolveDataSource.scala:61)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.applyOrElse(ResolveDataSource.scala:45)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.$anonfun$resolveOperatorsUpWithPruning$3(AnalysisHelper.scala:139)
	at org.apache.spark.sql.catalyst.trees.CurrentOrigin$.withOrigin(origin.scala:86)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.$anonfun$resolveOperatorsUpWithPruning$1(AnalysisHelper.scala:139)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper$.allowInvokingTransformsInAnalyzer(AnalysisHelper.scala:416)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUpWithPruning(AnalysisHelper.scala:135)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUpWithPruning$(AnalysisHelper.scala:131)
	at org.apache.spark.sql.catalyst.plans.logical.LogicalPlan.resolveOperatorsUpWithPruning(LogicalPlan.scala:37)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUp(AnalysisHelper.scala:112)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUp$(AnalysisHelper.scala:111)
	at org.apache.spark.sql.catalyst.plans.logical.LogicalPlan.resolveOperatorsUp(LogicalPlan.scala:37)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.apply(ResolveDataSource.scala:45)
	at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.apply(ResolveDataSource.scala:43)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$2(RuleExecutor.scala:242)
	at scala.collection.LinearSeqOps.foldLeft(LinearSeq.scala:183)
	at scala.collection.LinearSeqOps.foldLeft$(LinearSeq.scala:179)
	at scala.collection.immutable.List.foldLeft(List.scala:79)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$1(RuleExecutor.scala:239)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$1$adapted(RuleExecutor.scala:231)
	at scala.collection.immutable.List.foreach(List.scala:334)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.execute(RuleExecutor.scala:231)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.org$apache$spark$sql$catalyst$analysis$Analyzer$$executeSameContext(Analyzer.scala:340)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.$anonfun$execute$1(Analyzer.scala:336)
	at org.apache.spark.sql.catalyst.analysis.AnalysisContext$.withNewAnalysisContext(Analyzer.scala:234)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.execute(Analyzer.scala:336)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.execute(Analyzer.scala:299)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$executeAndTrack$1(RuleExecutor.scala:201)
	at org.apache.spark.sql.catalyst.QueryPlanningTracker$.withTracker(QueryPlanningTracker.scala:89)
	at org.apache.spark.sql.catalyst.rules.RuleExecutor.executeAndTrack(RuleExecutor.scala:201)
	at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.resolveInFixedPoint(HybridAnalyzer.scala:190)
	at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.$anonfun$apply$1(HybridAnalyzer.scala:76)
	at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.withTrackedAnalyzerBridgeState(HybridAnalyzer.scala:111)
	at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.apply(HybridAnalyzer.scala:71)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.$anonfun$executeAndCheck$1(Analyzer.scala:330)
	at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper$.markInAnalyzer(AnalysisHelper.scala:423)
	at org.apache.spark.sql.catalyst.analysis.Analyzer.executeAndCheck(Analyzer.scala:330)
	at org.apache.spark.sql.execution.QueryExecution.$anonfun$lazyAnalyzed$2(QueryExecution.scala:110)
	at org.apache.spark.sql.catalyst.QueryPlanningTracker.measurePhase(QueryPlanningTracker.scala:148)
	at org.apache.spark.sql.execution.QueryExecution.$anonfun$executePhase$2(QueryExecution.scala:278)
	at org.apache.spark.sql.execution.QueryExecution$.withInternalError(QueryExecution.scala:654)
	at org.apache.spark.sql.execution.QueryExecution.$anonfun$executePhase$1(QueryExecution.scala:278)
	at org.apache.spark.sql.SparkSession.withActive(SparkSession.scala:804)
	at org.apache.spark.sql.execution.QueryExecution.executePhase(QueryExecution.scala:277)
	at org.apache.spark.sql.execution.QueryExecution.$anonfun$lazyAnalyzed$1(QueryExecution.scala:110)
	at scala.util.Try$.apply(Try.scala:217)
	at org.apache.spark.util.Utils$.doTryWithCallerStacktrace(Utils.scala:1378)
	at org.apache.spark.util.Utils$.getTryWithCallerStacktrace(Utils.scala:1439)
	at org.apache.spark.util.LazyTry.get(LazyTry.scala:58)
	at org.apache.spark.sql.execution.QueryExecution.analyzed(QueryExecution.scala:121)
	at org.apache.spark.sql.execution.QueryExecution.assertAnalyzed(QueryExecution.scala:80)
	at org.apache.spark.sql.classic.Dataset$.$anonfun$ofRows$1(Dataset.scala:115)
	at org.apache.spark.sql.SparkSession.withActive(SparkSession.scala:804)
	at org.apache.spark.sql.classic.Dataset$.ofRows(Dataset.scala:113)
	at org.apache.spark.sql.classic.DataFrameReader.load(DataFrameReader.scala:109)
	at org.apache.spark.sql.classic.DataFrameReader.load(DataFrameReader.scala:58)
	at org.apache.spark.sql.DataFrameReader.csv(DataFrameReader.scala:392)
	at org.apache.spark.sql.classic.DataFrameReader.csv(DataFrameReader.scala:259)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:75)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:52)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at py4j.reflection.MethodInvoker.invoke(MethodInvoker.java:244)
	at py4j.reflection.ReflectionEngine.invoke(ReflectionEngine.java:374)
	at py4j.Gateway.invoke(Gateway.java:282)
	at py4j.commands.AbstractCommand.invokeMethod(AbstractCommand.java:132)
	at py4j.commands.CallCommand.execute(CallCommand.java:79)
	at py4j.ClientServerConnection.waitForCommands(ClientServerConnection.java:184)
	at py4j.ClientServerConnection.run(ClientServerConnection.java:108)
	at java.base/java.lang.Thread.run(Thread.java:1583)
	Suppressed: org.apache.spark.util.Utils$OriginalTryStackTraceException: Full stacktrace of original doTryWithCallerStacktrace caller
		at org.apache.hadoop.fs.FileSystem.getFileSystemClass(FileSystem.java:3581)
		at org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3612)
		at org.apache.hadoop.fs.FileSystem.access$300(FileSystem.java:172)
		at org.apache.hadoop.fs.FileSystem$Cache.getInternal(FileSystem.java:3716)
		at org.apache.hadoop.fs.FileSystem$Cache.get(FileSystem.java:3667)
		at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:557)
		at org.apache.hadoop.fs.Path.getFileSystem(Path.java:366)
		at org.apache.spark.sql.execution.datasources.DataSource$.$anonfun$checkAndGlobPathIfNecessary$1(DataSource.scala:777)
		at scala.collection.immutable.List.map(List.scala:247)
		at scala.collection.immutable.List.map(List.scala:79)
		at org.apache.spark.sql.execution.datasources.DataSource$.checkAndGlobPathIfNecessary(DataSource.scala:775)
		at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(DataSource.scala:575)
		at org.apache.spark.sql.execution.datasources.DataSource.resolveRelation(DataSource.scala:419)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.org$apache$spark$sql$catalyst$analysis$ResolveDataSource$$loadV1BatchSource(ResolveDataSource.scala:143)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.$anonfun$applyOrElse$2(ResolveDataSource.scala:61)
		at scala.Option.getOrElse(Option.scala:201)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.applyOrElse(ResolveDataSource.scala:61)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource$$anonfun$apply$1.applyOrElse(ResolveDataSource.scala:45)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.$anonfun$resolveOperatorsUpWithPruning$3(AnalysisHelper.scala:139)
		at org.apache.spark.sql.catalyst.trees.CurrentOrigin$.withOrigin(origin.scala:86)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.$anonfun$resolveOperatorsUpWithPruning$1(AnalysisHelper.scala:139)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper$.allowInvokingTransformsInAnalyzer(AnalysisHelper.scala:416)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUpWithPruning(AnalysisHelper.scala:135)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUpWithPruning$(AnalysisHelper.scala:131)
		at org.apache.spark.sql.catalyst.plans.logical.LogicalPlan.resolveOperatorsUpWithPruning(LogicalPlan.scala:37)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUp(AnalysisHelper.scala:112)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper.resolveOperatorsUp$(AnalysisHelper.scala:111)
		at org.apache.spark.sql.catalyst.plans.logical.LogicalPlan.resolveOperatorsUp(LogicalPlan.scala:37)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.apply(ResolveDataSource.scala:45)
		at org.apache.spark.sql.catalyst.analysis.ResolveDataSource.apply(ResolveDataSource.scala:43)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$2(RuleExecutor.scala:242)
		at scala.collection.LinearSeqOps.foldLeft(LinearSeq.scala:183)
		at scala.collection.LinearSeqOps.foldLeft$(LinearSeq.scala:179)
		at scala.collection.immutable.List.foldLeft(List.scala:79)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$1(RuleExecutor.scala:239)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$execute$1$adapted(RuleExecutor.scala:231)
		at scala.collection.immutable.List.foreach(List.scala:334)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.execute(RuleExecutor.scala:231)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.org$apache$spark$sql$catalyst$analysis$Analyzer$$executeSameContext(Analyzer.scala:340)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.$anonfun$execute$1(Analyzer.scala:336)
		at org.apache.spark.sql.catalyst.analysis.AnalysisContext$.withNewAnalysisContext(Analyzer.scala:234)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.execute(Analyzer.scala:336)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.execute(Analyzer.scala:299)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.$anonfun$executeAndTrack$1(RuleExecutor.scala:201)
		at org.apache.spark.sql.catalyst.QueryPlanningTracker$.withTracker(QueryPlanningTracker.scala:89)
		at org.apache.spark.sql.catalyst.rules.RuleExecutor.executeAndTrack(RuleExecutor.scala:201)
		at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.resolveInFixedPoint(HybridAnalyzer.scala:190)
		at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.$anonfun$apply$1(HybridAnalyzer.scala:76)
		at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.withTrackedAnalyzerBridgeState(HybridAnalyzer.scala:111)
		at org.apache.spark.sql.catalyst.analysis.resolver.HybridAnalyzer.apply(HybridAnalyzer.scala:71)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.$anonfun$executeAndCheck$1(Analyzer.scala:330)
		at org.apache.spark.sql.catalyst.plans.logical.AnalysisHelper$.markInAnalyzer(AnalysisHelper.scala:423)
		at org.apache.spark.sql.catalyst.analysis.Analyzer.executeAndCheck(Analyzer.scala:330)
		at org.apache.spark.sql.execution.QueryExecution.$anonfun$lazyAnalyzed$2(QueryExecution.scala:110)
		at org.apache.spark.sql.catalyst.QueryPlanningTracker.measurePhase(QueryPlanningTracker.scala:148)
		at org.apache.spark.sql.execution.QueryExecution.$anonfun$executePhase$2(QueryExecution.scala:278)
		at org.apache.spark.sql.execution.QueryExecution$.withInternalError(QueryExecution.scala:654)
		at org.apache.spark.sql.execution.QueryExecution.$anonfun$executePhase$1(QueryExecution.scala:278)
		at org.apache.spark.sql.SparkSession.withActive(SparkSession.scala:804)
		at org.apache.spark.sql.execution.QueryExecution.executePhase(QueryExecution.scala:277)
		at org.apache.spark.sql.execution.QueryExecution.$anonfun$lazyAnalyzed$1(QueryExecution.scala:110)
		at scala.util.Try$.apply(Try.scala:217)
		at org.apache.spark.util.Utils$.doTryWithCallerStacktrace(Utils.scala:1378)
		at org.apache.spark.util.LazyTry.tryT$lzycompute(LazyTry.scala:46)
		at org.apache.spark.util.LazyTry.tryT(LazyTry.scala:46)
		... 22 more

2025-10-30 22:52:54.583 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 22:53:24.953 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 22:53:24.961 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 22:53:24.962 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 22:53:24.962 | INFO     | main:main:56 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 22:53:26.123 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 22:53:26.123 | INFO     | main:main:98 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 22:53:34.546 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x00000230736D52B0>
2025-10-30 22:53:34.546 | INFO     | main:main:108 | Spark Session Created
2025-10-30 22:53:34.546 | INFO     | main:main:56 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 22:53:35.656 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 22:53:35.656 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 22:53:35.657 | ERROR    | main:main:70 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-30 22:53:35.659 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-31 14:20:58.865 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-31 14:20:58.889 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-31 14:20:58.894 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-31 14:20:58.895 | INFO     | main:main:58 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-31 14:21:00.012 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-31 14:21:00.015 | INFO     | main:main:100 | No records in ['Customers.csv', 'Working_Employees.csv', 'Customers.csv', 'Working_Employees.csv']
2025-10-31 14:21:00.015 | INFO     | main:main:58 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-31 14:21:01.163 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-31 14:21:01.163 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-31 14:21:01.163 | ERROR    | main:main:72 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-31 14:21:01.166 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-31 14:21:53.770 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-31 14:21:53.778 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-31 14:21:53.779 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-31 14:21:53.779 | INFO     | main:main:57 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-31 14:21:54.959 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-31 14:21:54.960 | INFO     | main:main:99 | No records in ['Customers.csv', 'Working_Employees.csv', 'Customers.csv', 'Working_Employees.csv']
2025-10-31 14:21:54.960 | INFO     | main:main:57 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-31 14:21:56.127 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-31 14:21:56.127 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-31 14:21:56.127 | ERROR    | main:main:71 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-31 14:21:56.129 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-31 14:35:48.698 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-31 14:35:48.707 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-31 14:35:48.708 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-31 14:35:48.708 | INFO     | main:main:56 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-31 14:35:49.966 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-31 14:35:49.968 | INFO     | main:main:98 | No records in ['Customers.csv', 'Working_Employees.csv', 'Customers.csv', 'Working_Employees.csv']
2025-10-31 14:35:49.968 | INFO     | main:main:56 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-31 14:35:51.114 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-31 14:35:51.114 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-31 14:35:51.114 | ERROR    | main:main:70 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-31 14:35:51.115 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-31 14:47:26.583 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-31 14:47:26.616 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-31 14:47:26.622 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-31 14:47:26.622 | INFO     | main:main:56 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-31 14:47:27.797 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-sales-project/sales_data/
2025-10-31 14:47:27.804 | INFO     | main:main:98 | No records in ['Customers.csv', 'Working_Employees.csv', 'Customers.csv', 'Working_Employees.csv']
2025-10-31 14:47:27.804 | INFO     | main:main:56 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-31 14:47:28.938 | INFO     | aws_read:list_files:17 | Looking for Files in relmart-project-test/sales_test/
2025-10-31 14:47:28.939 | WARNING  | aws_read:list_files:34 | No CSV files present in relmart-project-test/sales_test/
2025-10-31 14:47:28.939 | ERROR    | main:main:70 | No files found in relmart-project-test, folder: sales_test/ 
2025-10-31 14:47:28.941 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-31 14:56:20.357 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-31 14:56:20.367 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-31 14:56:20.367 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
